0.470, 1.600, 0.3470, 4
0.430, 1.500, 0.3504, 3
0.440, 1.520, 0.3479, 2
0.420, 1.470, 0.3495, 2
0.400, 1.420, 0.3452, 3
0.480, 1.630, 0.3466, 5
0.450, 1.560, 0.3510, 3
0.460, 1.600, 0.3493, 3
0.490, 1.670, 0.3514, 3
0.410, 1.440, 0.3419, 4
0.430, 1.510, 0.3485, 3
0.440, 1.530, 0.3461, 3
0.400, 1.430, 0.3426, 3
0.470, 1.610, 0.3454, 5
0.480, 1.640, 0.3503, 4
0.450, 1.570, 0.3481, 3
0.460, 1.610, 0.3490, 3
0.430, 1.520, 0.3492, 2
0.410, 1.450, 0.3462, 3
0.420, 1.480, 0.3506, 4
0.490, 1.680, 0.3483, 4
0.400, 1.440, 0.3426, 3
0.450, 1.580, 0.3497, 2
0.480, 1.650, 0.3460, 3
0.470, 1.620, 0.3489, 4
0.440, 1.540, 0.3518, 4
0.460, 1.620, 0.3503, 3
0.410, 1.460, 0.3484, 3
0.420, 1.490, 0.3485, 3
0.430, 1.530, 0.3485, 3
0.490, 1.690, 0.3485, 3
0.480, 1.660, 0.3510, 2
0.400, 1.450, 0.3460, 3
0.440, 1.550, 0.3498, 3
0.430, 1.540, 0.3470, 2
0.460, 1.630, 0.3490, 3
0.410, 1.470, 0.3446, 3
0.470, 1.630, 0.3479, 4
0.420, 1.500, 0.3483, 3
0.400, 1.460, 0.3460, 3
0.440, 1.560, 0.3512, 2
0.490, 1.700, 0.3476, 4
0.430, 1.550, 0.3531, 2
0.480, 1.670, 0.3465, 3
0.460, 1.640, 0.3446, 3
0.470, 1.640, 0.3444, 3
0.410, 1.480, 0.3441, 3
0.450, 1.600, 0.3512, 3
0.420, 1.510, 0.3451, 3
0.400, 1.470, 0.3433, 3
0.440, 1.570, 0.3516, 3
0.480, 1.680, 0.3445, 3
0.430, 1.560, 0.3481, 3
0.490, 1.710, 0.3504, 4
0.460, 1.650, 0.3447, 3
0.420, 1.520, 0.3501, 2
0.450, 1.610, 0.3497, 3
0.410, 1.490, 0.3444, 3
0.400, 1.480, 0.3443, 3
0.440, 1.580, 0.3491, 2
0.460, 1.660, 0.3513, 2
0.430, 1.570, 0.3472, 3
0.480, 1.690, 0.3523, 3
0.490, 1.720, 0.3496, 3
0.450, 1.620, 0.3488, 3
0.420, 1.530, 0.3484, 2
0.410, 1.500, 0.3478, 3
0.400, 1.490, 0.3445, 3
0.470, 1.660, 0.3442, 3
0.430, 1.580, 0.3496, 2
0.460, 1.670, 0.3453, 3
0.480, 1.700, 0.3465, 3
0.410, 1.510, 0.3510, 2
0.440, 1.590, 0.3462, 3
0.450, 1.630, 0.3505, 3
0.420, 1.540, 0.3511, 2
0.490, 1.730, 0.3499, 3
0.400, 1.500, 0.3464, 3
0.470, 1.670, 0.3465, 3
0.430, 1.590, 0.3482, 3
0.460, 1.680, 0.3478, 3
0.410, 1.520, 0.3469, 2
0.440, 1.600, 0.3519, 2
0.450, 1.640, 0.3477, 3
0.480, 1.710, 0.3509, 3
0.490, 1.740, 0.3454, 3
0.420, 1.550, 0.3501, 3
0.400, 1.510, 0.3440, 3
0.430, 1.600, 0.3494, 2
0.410, 1.530, 0.3478, 2
0.470, 1.680, 0.3466, 3
0.450, 1.650, 0.3477, 3
0.400, 1.520, 0.3460, 2
0.480, 1.720, 0.3488, 3
0.490, 1.750, 0.3511, 4
0.430, 1.610, 0.3496, 4
0.450, 1.660, 0.3493, 2
0.470, 1.690, 0.3463, 3
0.410, 1.540, 0.3464, 3
0.440, 1.610, 0.3457, 5
0.460, 1.700, 0.3479, 3
0.400, 1.530, 0.3445, 3
0.480, 1.730, 0.3468, 3
0.430, 1.620, 0.3495, 3
0.440, 1.620, 0.3496, 3
0.420, 1.570, 0.3482, 3
0.450, 1.670, 0.3466, 3
0.470, 1.700, 0.3492, 3
0.490, 1.760, 0.3485, 4
0.460, 1.710, 0.3505, 3
0.400, 1.540, 0.3433, 3
0.410, 1.550, 0.3485, 4
0.480, 1.740, 0.3460, 3
0.430, 1.630, 0.3522, 3
0.420, 1.580, 0.3504, 2
0.440, 1.630, 0.3474, 3
0.450, 1.680, 0.3497, 3
0.460, 1.720, 0.3436, 3
0.470, 1.710, 0.3462, 3
0.400, 1.550, 0.3455, 3
0.410, 1.560, 0.3476, 3
0.490, 1.770, 0.3481, 4
0.480, 1.750, 0.3477, 3
0.420, 1.590, 0.3487, 2
0.440, 1.640, 0.3500, 3
0.430, 1.640, 0.3502, 4
0.400, 1.560, 0.3481, 2
0.460, 1.730, 0.3464, 3
0.450, 1.690, 0.3476, 4
0.470, 1.720, 0.3481, 3
0.490, 1.780, 0.3498, 3
0.410, 1.570, 0.3482, 3
0.430, 1.650, 0.3476, 2
0.440, 1.650, 0.3547, 2
0.480, 1.760, 0.3494, 3
0.420, 1.600, 0.3473, 3
0.450, 1.700, 0.3496, 3
0.400, 1.570, 0.3457, 4
0.430, 1.660, 0.3490, 2
0.470, 1.730, 0.3468, 3
0.490, 1.790, 0.3457, 3
0.410, 1.580, 0.3452, 3
0.440, 1.660, 0.3481, 3
0.480, 1.770, 0.3466, 3
0.420, 1.610, 0.3463, 3
0.400, 1.580, 0.3433, 3
0.450, 1.710, 0.3509, 3
0.460, 1.750, 0.3495, 3
0.430, 1.670, 0.3465, 3
0.470, 1.740, 0.3466, 3
0.410, 1.590, 0.3478, 3
0.490, 1.800, 0.3465, 3
0.480, 1.780, 0.3483, 3
0.400, 1.590, 0.3433, 3
0.420, 1.620, 0.3463, 3
0.440, 1.670, 0.3507, 4
0.460, 1.760, 0.3487, 3
0.450, 1.720, 0.3497, 4
0.410, 1.600, 0.3488, 2
0.490, 1.810, 0.3516, 2
0.430, 1.680, 0.3493, 4
0.470, 1.750, 0.3478, 3
0.480, 1.790, 0.3487, 2
0.400, 1.600, 0.3453, 3
0.440, 1.680, 0.3489, 3
0.450, 1.730, 0.3510, 3
0.460, 1.770, 0.3487, 4
0.430, 1.690, 0.3506, 3
0.420, 1.630, 0.3439, 4
0.410, 1.610, 0.3478, 3
0.470, 1.760, 0.3479, 3
0.400, 1.610, 0.3433, 3
0.480, 1.800, 0.3484, 3
0.450, 1.740, 0.3454, 4
0.420, 1.640, 0.3446, 3
0.440, 1.690, 0.3467, 4
0.460, 1.780, 0.3464, 4
0.430, 1.700, 0.3493, 4
0.410, 1.620, 0.3456, 3
0.400, 1.620, 0.3433, 3
0.480, 1.810, 0.3486, 3
0.490, 1.830, 0.3512, 3
0.450, 1.750, 0.3488, 3
0.440, 1.700, 0.3518, 3
0.470, 1.770, 0.3461, 5
0.430, 1.710, 0.3472, 3
0.420, 1.650, 0.3465, 3
0.460, 1.790, 0.3495, 5
0.400, 1.630, 0.3452, 3
0.410, 1.630, 0.3470, 3
0.480, 1.820, 0.3468, 3
0.450, 1.760, 0.3488, 3
0.490, 1.840, 0.3490, 3
0.470, 1.780, 0.3465, 3
0.440, 1.710, 0.3435, 3
0.420, 1.660, 0.3510, 2
0.460, 1.800, 0.3492, 4
0.400, 1.640, 0.3421, 3
0.430, 1.720, 0.3464, 4
0.410, 1.640, 0.3464, 3
0.470, 1.790, 0.3471, 2
0.440, 1.720, 0.3488, 2
0.480, 1.830, 0.3502, 3
0.460, 1.810, 0.3483, 2
0.490, 1.850, 0.3477, 4
0.410, 1.650, 0.3487, 2
0.450, 1.770, 0.3437, 4
0.420, 1.670, 0.3499, 3
0.400, 1.650, 0.3445, 3
0.430, 1.730, 0.3516, 3
0.470, 1.800, 0.3492, 2
0.450, 1.780, 0.3489, 2
0.480, 1.840, 0.3450, 3
0.440, 1.730, 0.3486, 3
0.410, 1.660, 0.3467, 2
0.460, 1.820, 0.3484, 3
0.400, 1.660, 0.3441, 3
0.430, 1.740, 0.3517, 3
0.490, 1.860, 0.3509, 4
0.420, 1.680, 0.3498, 3
0.450, 1.790, 0.3510, 2
0.480, 1.850, 0.3486, 2
0.470, 1.810, 0.3459, 3
0.460, 1.830, 0.3466, 3
0.410, 1.670, 0.3463, 3
0.420, 1.690, 0.3518, 2
0.400, 1.670, 0.3425, 3
0.430, 1.750, 0.3471, 3
0.490, 1.870, 0.3458, 4
0.480, 1.860, 0.3494, 2
0.460, 1.840, 0.3506, 2
0.450, 1.800, 0.3485, 3
0.410, 1.680, 0.3467, 3
0.470, 1.820, 0.3468, 3
0.490, 1.880, 0.3472, 2
0.400, 1.680, 0.3438, 3
0.430, 1.760, 0.3485, 3
0.420, 1.700, 0.3468, 3
0.440, 1.750, 0.3508, 3
0.450, 1.810, 0.3483, 2
0.460, 1.850, 0.3437, 3
0.410, 1.690, 0.3460, 3
0.480, 1.870, 0.3472, 4
0.470, 1.830, 0.3489, 3
0.400, 1.690, 0.3430, 3
0.430, 1.770, 0.3455, 3
0.490, 1.890, 0.3497, 3
0.440, 1.760, 0.3451, 3
0.450, 1.820, 0.3502, 2
0.420, 1.710, 0.3482, 3
0.460, 1.860, 0.3494, 2
0.410, 1.700, 0.3478, 3
0.430, 1.780, 0.3493, 2
0.470, 1.840, 0.3465, 3
0.480, 1.880, 0.3485, 4
0.400, 1.700, 0.3427, 3
0.490, 1.900, 0.3491, 3
0.440, 1.770, 0.3464, 3
0.420, 1.720, 0.3469, 3
0.450, 1.830, 0.3505, 3
0.430, 1.790, 0.3469, 2
0.460, 1.870, 0.3488, 4
0.470, 1.850, 0.3484, 2
0.490, 1.910, 0.3525, 2
0.480, 1.890, 0.3497, 3
0.440, 1.780, 0.3452, 2
0.400, 1.710, 0.3420, 3
0.420, 1.730, 0.3495, 2
0.410, 1.710, 0.3442, 5
0.450, 1.840, 0.3519, 3
0.460, 1.880, 0.3465, 3
0.470, 1.860, 0.3467, 2
0.490, 1.920, 0.3513, 2
0.480, 1.900, 0.3468, 3
0.400, 1.720, 0.3442, 3
0.410, 1.720, 0.3479, 3
0.430, 1.800, 0.3464, 4
0.440, 1.790, 0.3489, 3
0.450, 1.850, 0.3485, 2
0.420, 1.740, 0.3484, 3
0.430, 1.810, 0.3472, 2
0.490, 1.930, 0.3488, 2
0.460, 1.890, 0.3467, 3
0.480, 1.910, 0.3477, 2
0.440, 1.800, 0.3494, 2
0.470, 1.870, 0.3453, 3
0.400, 1.730, 0.3445, 3
0.450, 1.860, 0.3504, 2
0.410, 1.730, 0.3489, 4
0.460, 1.900, 0.3521, 2
0.490, 1.940, 0.3482, 2
0.430, 1.820, 0.3489, 3
0.480, 1.920, 0.3487, 3
0.450, 1.870, 0.3516, 2
0.440, 1.810, 0.3490, 3
0.400, 1.740, 0.3422, 3
0.470, 1.880, 0.3442, 3
0.410, 1.740, 0.3470, 3
0.460, 1.910, 0.3499, 2
0.420, 1.760, 0.3503, 3
0.430, 1.830, 0.3518, 2
0.440, 1.820, 0.3493, 2
0.490, 1.950, 0.3508, 3
0.450, 1.880, 0.3514, 2
0.480, 1.930, 0.3475, 3
0.400, 1.750, 0.3464, 3
0.410, 1.750, 0.3455, 3
0.430, 1.840, 0.3496, 2
0.490, 1.960, 0.3520, 2
0.420, 1.770, 0.3487, 3
0.470, 1.890, 0.3482, 5
0.480, 1.940, 0.3500, 2
0.460, 1.920, 0.3476, 3
0.450, 1.890, 0.3495, 2
0.400, 1.760, 0.3458, 2
0.440, 1.830, 0.3496, 4
0.410, 1.760, 0.3464, 3
0.420, 1.780, 0.3492, 2
0.430, 1.850, 0.3488, 2
0.490, 1.970, 0.3511, 2
0.470, 1.900, 0.3487, 3
0.480, 1.950, 0.3514, 2
0.400, 1.770, 0.3444, 2
0.460, 1.930, 0.3466, 3
0.440, 1.840, 0.3510, 2
0.450, 1.900, 0.3516, 3
0.410, 1.770, 0.3478, 2
0.420, 1.790, 0.3467, 2
0.430, 1.860, 0.3495, 2
0.490, 1.980, 0.3482, 2
0.400, 1.780, 0.3464, 2
0.470, 1.910, 0.3456, 3
0.450, 1.910, 0.3482, 2
0.460, 1.940, 0.3466, 3
0.480, 1.960, 0.3482, 3
0.410, 1.780, 0.3483, 2
0.430, 1.870, 0.3479, 2
0.470, 1.920, 0.3442, 2
0.440, 1.850, 0.3497, 5
0.420, 1.800, 0.3484, 3
0.400, 1.790, 0.3446, 2
0.450, 1.920, 0.3500, 2
0.480, 1.970, 0.3456, 3
0.430, 1.880, 0.3504, 2
0.490, 1.990, 0.3504, 5
0.460, 1.950, 0.3481, 4
0.440, 1.860, 0.3494, 3
0.420, 1.810, 0.3447, 2
0.470, 1.930, 0.3495, 2
0.450, 1.930, 0.3499, 2
0.410, 1.790, 0.3466, 5
0.400, 1.800, 0.3488, 4
0.460, 1.960, 0.3477, 3
0.440, 1.870, 0.3489, 2
0.420, 1.820, 0.3467, 2
0.410, 1.800, 0.3477, 2
0.490, 2.000, 0.3445, 5
0.430, 1.890, 0.3463, 4
0.480, 1.980, 0.3492, 5
0.450, 1.940, 0.3504, 3
0.490, 2.010, 0.3472, 1
0.400, 1.810, 0.3455, 3
0.470, 1.940, 0.3460, 4
0.460, 1.970, 0.3456, 3
0.430, 1.900, 0.3493, 2
0.480, 1.990, 0.3478, 2
0.410, 1.810, 0.3487, 2
0.450, 1.950, 0.3499, 2
0.420, 1.830, 0.3536, 3
0.490, 2.020, 0.3476, 1
0.440, 1.880, 0.3479, 4
0.400, 1.820, 0.3444, 3
0.430, 1.910, 0.3474, 2
0.480, 2.000, 0.3494, 2
0.410, 1.820, 0.3479, 2
0.440, 1.890, 0.3490, 2
0.470, 1.950, 0.3490, 4
0.490, 2.030, 0.3512, 1
0.460, 1.980, 0.3486, 5
0.420, 1.840, 0.3479, 4
0.450, 1.960, 0.3466, 4
0.400, 1.830, 0.3458, 3
0.430, 1.920, 0.3461, 2
0.410, 1.830, 0.3484, 3
0.460, 1.990, 0.3486, 3
0.490, 2.040, 0.3484, 2
0.440, 1.900, 0.3483, 3
0.420, 1.850, 0.3500, 2
0.450, 1.970, 0.3514, 2
0.470, 1.960, 0.3448, 4
0.400, 1.840, 0.3461, 2
0.480, 2.010, 0.3477, 5
0.430, 1.930, 0.3486, 3
0.440, 1.910, 0.3490, 2
0.410, 1.840, 0.3462, 3
0.460, 2.000, 0.3470, 3
0.470, 1.970, 0.3494, 3
0.400, 1.850, 0.3445, 2
0.450, 1.980, 0.3479, 3
0.430, 1.940, 0.3475, 2
0.420, 1.860, 0.3459, 4
0.490, 2.050, 0.3520, 5
0.410, 1.850, 0.3482, 2
0.400, 1.860, 0.3450, 2
0.460, 2.010, 0.3487, 3
0.420, 1.870, 0.3493, 2
0.440, 1.920, 0.3493, 4
0.480, 2.030, 0.3486, 2
0.490, 2.060, 0.3506, 3
0.410, 1.860, 0.3491, 2
0.430, 1.950, 0.3492, 3
0.470, 1.980, 0.3455, 5
0.460, 2.020, 0.3466, 2
0.450, 1.990, 0.3493, 5
0.480, 2.040, 0.3455, 1
0.420, 1.880, 0.3456, 2
0.400, 1.870, 0.3458, 3
0.470, 1.990, 0.3496, 2
0.490, 2.070, 0.3485, 2
0.410, 1.870, 0.3472, 2
0.430, 1.960, 0.3483, 3
0.480, 2.050, 0.3448, 1
0.420, 1.890, 0.3463, 2
0.450, 2.000, 0.3492, 4
0.460, 2.030, 0.3424, 3
0.400, 1.880, 0.3439, 3
0.490, 2.080, 0.3477, 2
0.470, 2.000, 0.3474, 2
0.440, 1.940, 0.3468, 2
0.480, 2.060, 0.3467, 1
0.410, 1.880, 0.3498, 2
0.450, 2.010, 0.3492, 2
0.430, 1.970, 0.3455, 3
0.460, 2.040, 0.3465, 2
0.420, 1.900, 0.3506, 2
0.400, 1.890, 0.3494, 2
0.470, 2.010, 0.3491, 2
0.440, 1.950, 0.3486, 2
0.490, 2.090, 0.3474, 2
0.480, 2.070, 0.3460, 1
0.410, 1.890, 0.3486, 2
0.450, 2.020, 0.3485, 2
0.430, 1.980, 0.3470, 3
0.460, 2.050, 0.3492, 2
0.420, 1.910, 0.3454, 2
0.480, 2.080, 0.3479, 1
0.440, 1.960, 0.3518, 2
0.400, 1.900, 0.3462, 3
0.490, 2.100, 0.3503, 2
0.410, 1.900, 0.3460, 2
0.470, 2.020, 0.3458, 3
0.450, 2.030, 0.3504, 2
0.460, 2.060, 0.3489, 2
0.420, 1.920, 0.3489, 2
0.480, 2.090, 0.3498, 1
0.430, 1.990, 0.3493, 3
0.400, 1.910, 0.3465, 2
0.440, 1.970, 0.3472, 2
0.470, 2.030, 0.3479, 2
0.410, 1.910, 0.3455, 2
0.450, 2.040, 0.3458, 2
0.480, 2.100, 0.3518, 1
0.490, 2.110, 0.3477, 3
0.460, 2.070, 0.3485, 2
0.420, 1.930, 0.3470, 2
0.400, 1.920, 0.3430, 2
0.440, 1.980, 0.3453, 2
0.430, 2.000, 0.3453, 3
0.470, 2.040, 0.3455, 2
0.410, 1.920, 0.3446, 2
0.490, 2.120, 0.3459, 2
0.460, 2.080, 0.3471, 2
0.420, 1.940, 0.3455, 2
0.480, 2.110, 0.3482, 2
0.430, 2.010, 0.3481, 2
0.450, 2.050, 0.3517, 3
0.400, 1.930, 0.3452, 2
0.440, 1.990, 0.3491, 2
0.470, 2.050, 0.3444, 2
0.410, 1.930, 0.3470, 2
0.490, 2.130, 0.3501, 2
0.460, 2.090, 0.3471, 2
0.450, 2.060, 0.3499, 2
0.430, 2.020, 0.3503, 2
0.420, 1.950, 0.3533, 2
0.480, 2.120, 0.3469, 2
0.400, 1.940, 0.3476, 2
0.470, 2.060, 0.3478, 2
0.410, 1.940, 0.3473, 2
0.440, 2.000, 0.3488, 3
0.460, 2.100, 0.3495, 2
0.450, 2.070, 0.3497, 2
0.490, 2.140, 0.3479, 2
0.400, 1.950, 0.3468, 2
0.420, 1.960, 0.3450, 2
0.430, 2.030, 0.3480, 3
0.480, 2.130, 0.3504, 3
0.410, 1.950, 0.3483, 2
0.470, 2.070, 0.3461, 2
0.440, 2.010, 0.3438, 2
0.460, 2.110, 0.3460, 2
0.450, 2.080, 0.3501, 2
0.400, 1.960, 0.3455, 2
0.430, 2.040, 0.3448, 2
0.490, 2.150, 0.3490, 2
0.480, 2.140, 0.3488, 2
0.410, 1.960, 0.3465, 2
0.420, 1.970, 0.3478, 2
0.440, 2.020, 0.3478, 2
0.470, 2.080, 0.3485, 2
0.460, 2.120, 0.3475, 2
0.450, 2.090, 0.3500, 2
0.400, 1.970, 0.3457, 2
0.430, 2.050, 0.3450, 2
0.490, 2.160, 0.3484, 2
0.480, 2.150, 0.3503, 2
0.420, 1.980, 0.3469, 2
0.440, 2.030, 0.3508, 2
0.410, 1.970, 0.3477, 3
0.450, 2.100, 0.3498, 2
0.470, 2.090, 0.3448, 3
0.400, 1.980, 0.3443, 2
0.430, 2.060, 0.3449, 2
0.460, 2.130, 0.3474, 4
0.490, 2.170, 0.3497, 2
0.470, 2.100, 0.3477, 1
0.420, 1.990, 0.3514, 2
0.410, 1.980, 0.3468, 3
0.460, 2.140, 0.3478, 1
0.480, 2.160, 0.3488, 3
0.400, 1.990, 0.3456, 2
0.430, 2.070, 0.3456, 2
0.450, 2.110, 0.3505, 3
0.440, 2.040, 0.3486, 3
0.470, 2.110, 0.3464, 1
0.490, 2.180, 0.3461, 2
0.410, 1.990, 0.3469, 2
0.420, 2.000, 0.3481, 2
0.480, 2.170, 0.3491, 2
0.400, 2.000, 0.3488, 2
0.450, 2.120, 0.3487, 3
0.430, 2.080, 0.3478, 3
0.460, 2.150, 0.3489, 4
0.470, 2.120, 0.3462, 1
0.440, 2.050, 0.3489, 4
0.490, 2.190, 0.3501, 2
0.460, 2.160, 0.3511, 1
0.480, 2.180, 0.3508, 2
0.410, 2.000, 0.3447, 3
0.450, 2.130, 0.3485, 2
0.430, 2.090, 0.3488, 2
0.400, 2.010, 0.3465, 3
0.470, 2.130, 0.3476, 1
0.420, 2.010, 0.3473, 4
0.460, 2.170, 0.3492, 1
0.490, 2.200, 0.3465, 2
0.480, 2.190, 0.3463, 2
0.430, 2.100, 0.3468, 2
0.400, 2.020, 0.3441, 2
0.440, 2.060, 0.3458, 4
0.410, 2.010, 0.3462, 3
0.450, 2.140, 0.3480, 3
0.460, 2.180, 0.3485, 1
0.420, 2.020, 0.3509, 3
0.470, 2.140, 0.3466, 3
0.400, 2.030, 0.3452, 2
0.430, 2.110, 0.3497, 2
0.410, 2.020, 0.3456, 2
0.480, 2.200, 0.3499, 2
0.450, 2.150, 0.3491, 2
0.490, 2.210, 0.3494, 3
0.440, 2.070, 0.3486, 4
0.470, 2.150, 0.3503, 1
0.460, 2.190, 0.3486, 2
0.420, 2.030, 0.3479, 2
0.430, 2.120, 0.3455, 2
0.400, 2.040, 0.3448, 2
0.410, 2.030, 0.3445, 2
0.450, 2.160, 0.3498, 2
0.490, 2.220, 0.3497, 2
0.480, 2.210, 0.3480, 2
0.460, 2.200, 0.3466, 2
0.440, 2.080, 0.3474, 3
0.430, 2.130, 0.3501, 2
0.470, 2.160, 0.3479, 2
0.410, 2.040, 0.3470, 2
0.450, 2.170, 0.3489, 2
0.400, 2.050, 0.3447, 3
0.420, 2.040, 0.3513, 3
0.480, 2.220, 0.3503, 2
0.490, 2.230, 0.3487, 2
0.460, 2.210, 0.3463, 2
0.430, 2.140, 0.3471, 2
0.440, 2.090, 0.3496, 3
0.410, 2.050, 0.3467, 2
0.400, 2.060, 0.3449, 2
0.470, 2.170, 0.3466, 2
0.450, 2.180, 0.3481, 2
0.490, 2.240, 0.3467, 2
0.420, 2.050, 0.3440, 3
0.450, 2.190, 0.3459, 1
0.430, 2.150, 0.3507, 2
0.410, 2.060, 0.3432, 2
0.400, 2.070, 0.3442, 2
0.470, 2.180, 0.3464, 2
0.460, 2.220, 0.3458, 3
0.490, 2.250, 0.3534, 2
0.440, 2.100, 0.3507, 5
0.430, 2.160, 0.3517, 2
0.420, 2.060, 0.3473, 3
0.450, 2.200, 0.3502, 2
0.410, 2.070, 0.3468, 2
0.400, 2.080, 0.3434, 2
0.480, 2.240, 0.3462, 2
0.470, 2.190, 0.3464, 2
0.460, 2.230, 0.3453, 3
0.450, 2.210, 0.3469, 1
0.440, 2.110, 0.3508, 3
0.430, 2.170, 0.3488, 2
0.410, 2.080, 0.3481, 2
0.400, 2.090, 0.3448, 2
0.420, 2.070, 0.3469, 3
0.480, 2.250, 0.3512, 2
0.460, 2.240, 0.3487, 2
0.470, 2.200, 0.3469, 2
