0.460, 1.470, 14420, 9878, 6829
0.410, 1.310, 12933, 8119, 4926
0.440, 1.410, 13913, 9266, 6157
0.400, 1.280, 12612, 7752, 4526
0.430, 1.380, 13643, 8943, 5808
0.480, 1.520, 14781, 10339, 7340
0.450, 1.440, 14169, 9578, 6500
0.470, 1.500, 14654, 10165, 7147
0.490, 1.550, 14996, 10607, 7640
0.460, 1.470, 14420, 9878, 6828
0.410, 1.310, 12933, 8122, 4923
0.400, 1.280, 12612, 7748, 4526
0.440, 1.410, 13913, 9266, 6157
0.430, 1.380, 13639, 8943, 5806
0.450, 1.440, 14173, 9577, 6501
0.480, 1.520, 14780, 10340, 7340
0.420, 1.350, 13361, 8605, 5440
0.470, 1.500, 14656, 10168, 7146
0.410, 1.320, 13060, 8253, 5061
0.490, 1.560, 15093, 10709, 7744
0.440, 1.410, 13910, 9265, 6159
0.430, 1.380, 13639, 8942, 5808
0.460, 1.470, 14420, 9878, 6831
0.400, 1.290, 12743, 7884, 4665
0.420, 1.350, 13351, 8606, 5440
0.450, 1.440, 14170, 9578, 6500
0.470, 1.500, 14654, 10168, 7147
0.410, 1.320, 13051, 8256, 5061
0.480, 1.530, 14886, 10445, 7451
0.430, 1.380, 13636, 8940, 5806
0.400, 1.290, 12734, 7886, 4665
0.490, 1.560, 15087, 10710, 7743
0.420, 1.350, 13351, 8606, 5439
0.460, 1.480, 14527, 9989, 6944
0.450, 1.450, 14283, 9692, 6618
0.440, 1.420, 14028, 9385, 6280
0.410, 1.320, 13053, 8254, 5061
0.400, 1.290, 12739, 7886, 4667
0.470, 1.510, 14756, 10276, 7257
0.480, 1.530, 14880, 10443, 7451
0.490, 1.560, 15089, 10711, 7744
0.430, 1.390, 13757, 9064, 5933
0.420, 1.350, 13354, 8604, 5440
0.450, 1.450, 14277, 9694, 6619
0.460, 1.480, 14521, 9989, 6944
0.440, 1.420, 14024, 9383, 6280
0.410, 1.320, 13050, 8256, 5061
0.400, 1.290, 12739, 7884, 4667
0.470, 1.510, 14753, 10276, 7257
0.480, 1.530, 14877, 10443, 7450
0.430, 1.390, 13751, 9066, 5931
0.490, 1.560, 15089, 10709, 7747
0.450, 1.450, 14278, 9692, 6619
0.460, 1.480, 14523, 9989, 6948
0.440, 1.420, 14024, 9385, 6282
0.400, 1.290, 12736, 7886, 4667
0.420, 1.360, 13477, 8727, 5570
0.430, 1.390, 13751, 9065, 5932
0.480, 1.530, 14875, 10444, 7451
0.470, 1.510, 14753, 10275, 7257
0.450, 1.450, 14275, 9694, 6619
0.490, 1.570, 15186, 10810, 7851
0.460, 1.480, 14523, 9989, 6948
0.410, 1.330, 13182, 8383, 5196
0.440, 1.420, 14021, 9387, 6282
0.420, 1.360, 13468, 8727, 5570
0.400, 1.300, 12868, 8018, 4806
0.430, 1.390, 13752, 9066, 5932
0.470, 1.510, 14750, 10275, 7257
0.410, 1.330, 13174, 8381, 5193
0.490, 1.570, 15182, 10809, 7850
0.480, 1.540, 14981, 10548, 7561
0.450, 1.460, 14390, 9807, 6737
0.420, 1.360, 13471, 8729, 5570
0.460, 1.490, 14628, 10098, 7059
0.400, 1.300, 12864, 8019, 4803
0.440, 1.430, 14135, 9502, 6404
0.410, 1.330, 13173, 8381, 5196
0.470, 1.520, 14857, 10382, 7368
0.480, 1.540, 14975, 10548, 7559
0.490, 1.570, 15184, 10810, 7852
0.450, 1.460, 14386, 9807, 6737
0.430, 1.400, 13870, 9185, 6056
0.400, 1.300, 12865, 8018, 4807
0.420, 1.360, 13468, 8729, 5569
0.460, 1.490, 14620, 10100, 7059
0.440, 1.430, 14132, 9502, 6402
0.410, 1.330, 13177, 8383, 5193
0.400, 1.300, 12865, 8018, 4807
0.430, 1.400, 13863, 9188, 6056
0.450, 1.460, 14380, 9807, 6738
0.480, 1.540, 14970, 10548, 7559
0.490, 1.570, 15182, 10810, 7854
0.460, 1.490, 14620, 10100, 7059
0.470, 1.520, 14851, 10381, 7369
0.440, 1.430, 14132, 9503, 6404
0.420, 1.370, 13594, 8855, 5699
0.430, 1.400, 13867, 9185, 6062
0.400, 1.300, 12860, 8017, 4806
0.450, 1.460, 14380, 9807, 6738
0.490, 1.580, 15277, 10914, 7956
0.460, 1.490, 14624, 10098, 7062
0.480, 1.540, 14973, 10550, 7561
0.440, 1.430, 14131, 9500, 6402
0.470, 1.520, 14852, 10384, 7368
0.420, 1.370, 13584, 8856, 5699
0.410, 1.340, 13301, 8513, 5326
0.400, 1.310, 12994, 8154, 4941
0.430, 1.400, 13867, 9185, 6058
0.490, 1.580, 15271, 10911, 7956
0.450, 1.470, 14493, 9918, 6854
0.460, 1.500, 14729, 10209, 7177
0.480, 1.550, 15072, 10651, 7667
0.470, 1.520, 14852, 10382, 7368
0.440, 1.440, 14244, 9617, 6524
0.420, 1.370, 13585, 8856, 5700
0.400, 1.310, 12989, 8150, 4941
0.410, 1.340, 13295, 8510, 5326
0.450, 1.470, 14484, 9919, 6855
0.490, 1.580, 15273, 10912, 7955
0.460, 1.500, 14725, 10207, 7173
0.420, 1.370, 13585, 8856, 5699
0.440, 1.440, 14237, 9617, 6523
0.480, 1.550, 15066, 10650, 7668
0.430, 1.410, 13980, 9307, 6180
0.400, 1.310, 12987, 8149, 4944
0.470, 1.530, 14955, 10490, 7479
0.410, 1.340, 13294, 8509, 5329
0.450, 1.470, 14486, 9919, 6855
0.440, 1.440, 14240, 9617, 6523
0.460, 1.500, 14725, 10207, 7177
0.430, 1.410, 13975, 9302, 6182
0.480, 1.550, 15066, 10652, 7668
0.400, 1.310, 12990, 8150, 4943
0.410, 1.340, 13295, 8513, 5326
0.420, 1.380, 13708, 8978, 5827
0.470, 1.530, 14950, 10489, 7479
0.450, 1.470, 14486, 9919, 6855
0.490, 1.590, 15369, 11011, 8061
0.440, 1.440, 14240, 9619, 6523
0.430, 1.410, 13975, 9307, 6182
0.460, 1.500, 14723, 10207, 7176
0.480, 1.550, 15068, 10653, 7668
0.420, 1.380, 13700, 8975, 5826
0.470, 1.530, 14952, 10489, 7479
0.430, 1.410, 13975, 9306, 6181
0.440, 1.450, 14349, 9734, 6643
0.450, 1.480, 14597, 10031, 6971
0.490, 1.590, 15367, 11013, 8061
0.400, 1.320, 13116, 8288, 5077
0.410, 1.350, 13422, 8637, 5458
0.420, 1.380, 13703, 8974, 5828
0.460, 1.510, 14831, 10315, 7284
0.480, 1.560, 15166, 10754, 7775
0.400, 1.320, 13110, 8283, 5080
0.440, 1.450, 14346, 9732, 6643
0.450, 1.480, 14593, 10029, 6971
0.470, 1.530, 14950, 10490, 7479
0.410, 1.350, 13416, 8638, 5461
0.490, 1.590, 15367, 11011, 8060
0.420, 1.380, 13704, 8975, 5827
0.480, 1.560, 15160, 10754, 7775
0.430, 1.420, 14091, 9425, 6308
0.460, 1.510, 14825, 10315, 7284
0.400, 1.320, 13110, 8290, 5079
0.440, 1.450, 14343, 9734, 6644
0.450, 1.480, 14587, 10031, 6971
0.410, 1.350, 13414, 8636, 5461
0.470, 1.540, 15051, 10591, 7587
0.480, 1.560, 15162, 10753, 7775
0.430, 1.420, 14086, 9423, 6303
0.460, 1.510, 14825, 10315, 7283
0.400, 1.320, 13113, 8283, 5080
0.420, 1.390, 13823, 9103, 5954
0.440, 1.450, 14346, 9732, 6643
0.450, 1.480, 14587, 10031, 6971
0.410, 1.350, 13414, 8638, 5461
0.480, 1.560, 15162, 10756, 7775
0.430, 1.420, 14086, 9426, 6304
0.470, 1.540, 15042, 10592, 7590
0.490, 1.600, 15458, 11113, 8165
0.460, 1.510, 14824, 10315, 7284
0.420, 1.390, 13815, 9101, 5954
0.440, 1.460, 14456, 9848, 6762
0.450, 1.490, 14698, 10143, 7085
0.430, 1.420, 14085, 9426, 6304
0.400, 1.330, 13239, 8416, 5214
0.480, 1.570, 15260, 10858, 7882
0.420, 1.390, 13815, 9101, 5954
0.470, 1.540, 15046, 10591, 7589
0.410, 1.360, 13539, 8766, 5589
0.490, 1.600, 15456, 11113, 8164
0.460, 1.520, 14932, 10424, 7396
0.440, 1.460, 14453, 9846, 6763
0.450, 1.490, 14690, 10140, 7086
0.400, 1.330, 13235, 8416, 5212
0.420, 1.390, 13818, 9104, 5955
0.430, 1.430, 14202, 9543, 6426
0.410, 1.360, 13531, 8764, 5589
0.480, 1.570, 15259, 10858, 7882
0.470, 1.540, 15046, 10594, 7589
0.440, 1.460, 14453, 9846, 6763
0.460, 1.520, 14922, 10424, 7396
0.490, 1.600, 15455, 11112, 8167
0.400, 1.330, 13235, 8413, 5211
0.450, 1.490, 14692, 10141, 7086
0.430, 1.430, 14195, 9542, 6426
0.410, 1.360, 13531, 8763, 5589
0.480, 1.570, 15257, 10858, 7882
0.440, 1.460, 14453, 9846, 6763
0.420, 1.400, 13937, 9221, 6079
0.460, 1.520, 14924, 10424, 7396
0.470, 1.550, 15147, 10698, 7698
0.400, 1.330, 13233, 8418, 5211
0.450, 1.490, 14693, 10141, 7086
0.430, 1.430, 14195, 9543, 6426
0.410, 1.360, 13531, 8764, 5589
0.480, 1.570, 15256, 10855, 7882
0.420, 1.400, 13932, 9222, 6081
0.440, 1.470, 14559, 9959, 6880
0.460, 1.520, 14922, 10424, 7394
0.470, 1.550, 15142, 10698, 7699
0.490, 1.610, 15549, 11207, 8267
0.430, 1.430, 14196, 9542, 6428
0.450, 1.500, 14800, 10252, 7200
0.480, 1.580, 15351, 10958, 7988
0.420, 1.400, 13932, 9224, 6079
0.400, 1.340, 13360, 8544, 5345
0.440, 1.470, 14556, 9959, 6880
0.410, 1.370, 13657, 8891, 5721
0.460, 1.530, 15029, 10531, 7507
0.430, 1.440, 14310, 9657, 6551
0.470, 1.550, 15139, 10695, 7698
0.490, 1.610, 15545, 11211, 8270
0.450, 1.500, 14795, 10249, 7200
0.400, 1.340, 13351, 8544, 5345
0.420, 1.400, 13932, 9222, 6079
0.480, 1.580, 15347, 10961, 7987
0.440, 1.470, 14556, 9959, 6880
0.460, 1.530, 15021, 10533, 7507
0.410, 1.370, 13649, 8888, 5721
0.430, 1.440, 14304, 9659, 6547
0.400, 1.340, 13356, 8546, 5349
0.450, 1.500, 14794, 10249, 7201
0.470, 1.550, 15138, 10698, 7698
0.490, 1.610, 15542, 11210, 8271
0.460, 1.530, 15021, 10533, 7505
0.440, 1.470, 14556, 9959, 6880
0.410, 1.370, 13649, 8891, 5719
0.480, 1.580, 15345, 10961, 7987
0.420, 1.410, 14048, 9341, 6204
0.430, 1.440, 14304, 9659, 6549
0.400, 1.340, 13353, 8544, 5345
0.450, 1.500, 14795, 10250, 7200
0.460, 1.530, 15022, 10531, 7509
0.410, 1.370, 13649, 8888, 5721
0.470, 1.560, 15241, 10797, 7806
0.420, 1.410, 14043, 9342, 6206
0.440, 1.480, 14664, 10072, 6998
0.430, 1.440, 14304, 9659, 6547
0.420, 1.410, 14043, 9342, 6206
0.460, 1.540, 15125, 10637, 7620
0.450, 1.510, 14900, 10359, 7312
0.470, 1.560, 15237, 10801, 7804
0.400, 1.350, 13480, 8670, 5478
0.490, 1.620, 15637, 11308, 8370
0.440, 1.480, 14657, 10072, 6996
0.480, 1.590, 15444, 11058, 8092
0.410, 1.380, 13772, 9014, 5848
0.430, 1.450, 14416, 9776, 6672
0.420, 1.410, 14043, 9341, 6206
0.460, 1.540, 15118, 10636, 7617
0.450, 1.510, 14891, 10359, 7312
0.400, 1.350, 13472, 8674, 5480
0.440, 1.480, 14661, 10071, 6998
0.470, 1.560, 15233, 10799, 7803
0.490, 1.620, 15633, 11308, 8372
0.430, 1.450, 14410, 9774, 6671
0.410, 1.380, 13765, 9014, 5848
0.480, 1.590, 15440, 11061, 8092
0.460, 1.540, 15118, 10636, 7620
0.400, 1.350, 13476, 8672, 5478
0.450, 1.510, 14895, 10358, 7310
0.420, 1.420, 14159, 9460, 6330
0.440, 1.480, 14657, 10072, 6996
0.430, 1.450, 14410, 9775, 6669
0.410, 1.380, 13765, 9010, 5848
0.470, 1.560, 15238, 10802, 7804
0.490, 1.620, 15631, 11304, 8372
0.480, 1.590, 15440, 11058, 8092
0.460, 1.540, 15117, 10639, 7620
0.400, 1.350, 13472, 8670, 5477
0.420, 1.420, 14152, 9459, 6328
0.450, 1.510, 14894, 10359, 7312
0.430, 1.450, 14410, 9776, 6667
0.410, 1.380, 13763, 9011, 5847
0.470, 1.570, 15336, 10903, 7911
0.440, 1.490, 14766, 10182, 7114
0.420, 1.420, 14155, 9460, 6330
0.460, 1.550, 15222, 10741, 7726
0.430, 1.460, 14523, 9892, 6786
0.450, 1.520, 14998, 10469, 7425
0.400, 1.360, 13598, 8798, 5609
0.480, 1.600, 15534, 11157, 8199
0.440, 1.490, 14763, 10182, 7114
0.470, 1.570, 15331, 10904, 7911
0.490, 1.630, 15728, 11405, 8472
0.410, 1.390, 13887, 9138, 5975
0.420, 1.420, 14152, 9459, 6330
0.430, 1.460, 14517, 9889, 6786
0.450, 1.520, 14995, 10469, 7423
0.400, 1.360, 13594, 8798, 5609
0.460, 1.550, 15212, 10741, 7726
0.440, 1.490, 14763, 10182, 7112
0.480, 1.600, 15530, 11160, 8199
0.470, 1.570, 15331, 10904, 7913
0.410, 1.390, 13881, 9139, 5975
0.490, 1.630, 15722, 11401, 8474
0.430, 1.460, 14517, 9889, 6786
0.420, 1.430, 14268, 9578, 6452
0.400, 1.360, 13595, 8798, 5609
0.450, 1.520, 14994, 10469, 7423
0.440, 1.490, 14763, 10182, 7112
0.460, 1.550, 15217, 10743, 7726
0.410, 1.390, 13880, 9137, 5975
0.480, 1.600, 15530, 11157, 8196
0.430, 1.460, 14517, 9889, 6790
0.420, 1.430, 14261, 9578, 6453
0.490, 1.630, 15722, 11405, 8472
0.400, 1.360, 13592, 8803, 5613
0.450, 1.520, 14996, 10467, 7423
0.410, 1.390, 13881, 9140, 5975
0.460, 1.550, 15217, 10743, 7726
0.470, 1.580, 15426, 11003, 8018
0.440, 1.500, 14868, 10293, 7229
0.420, 1.430, 14264, 9581, 6453
0.430, 1.470, 14628, 10004, 6907
0.400, 1.370, 13717, 8926, 5739
0.450, 1.530, 15099, 10576, 7535
0.440, 1.500, 14862, 10293, 7227
0.480, 1.610, 15625, 11256, 8299
0.420, 1.430, 14259, 9578, 6452
0.470, 1.580, 15421, 11003, 8021
0.460, 1.560, 15315, 10844, 7835
0.410, 1.400, 14002, 9261, 6101
0.430, 1.470, 14622, 10000, 6907
0.490, 1.640, 15815, 11496, 8572
0.400, 1.370, 13710, 8929, 5739
0.450, 1.530, 15091, 10576, 7536
0.440, 1.500, 14865, 10295, 7227
0.470, 1.580, 15424, 11003, 8017
0.410, 1.400, 13995, 9257, 6103
0.480, 1.610, 15623, 11256, 8300
0.420, 1.440, 14378, 9695, 6574
0.430, 1.470, 14625, 10001, 6905
0.460, 1.560, 15310, 10844, 7835
0.400, 1.370, 13712, 8924, 5742
0.490, 1.640, 15808, 11499, 8574
0.440, 1.500, 14865, 10292, 7229
0.450, 1.530, 15095, 10575, 7535
0.430, 1.470, 14625, 10002, 6910
0.420, 1.440, 14373, 9696, 6572
0.410, 1.400, 13996, 9257, 6102
0.480, 1.610, 15621, 11255, 8300
0.460, 1.560, 15310, 10844, 7835
0.400, 1.370, 13712, 8926, 5742
0.420, 1.440, 14369, 9695, 6572
0.490, 1.640, 15808, 11501, 8572
0.450, 1.530, 15094, 10576, 7535
0.440, 1.510, 14969, 10402, 7340
0.410, 1.400, 13996, 9257, 6102
0.430, 1.480, 14733, 10118, 7022
0.470, 1.590, 15519, 11107, 8125
0.460, 1.560, 15306, 10844, 7835
0.420, 1.440, 14371, 9695, 6572
0.430, 1.480, 14727, 10118, 7024
0.440, 1.510, 14965, 10402, 7340
0.400, 1.380, 13832, 9049, 5868
0.450, 1.540, 15196, 10683, 7646
0.470, 1.590, 15517, 11105, 8122
0.480, 1.620, 15713, 11353, 8402
0.460, 1.570, 15411, 10947, 7942
0.410, 1.410, 14114, 9382, 6227
0.420, 1.450, 14486, 9814, 6692
0.430, 1.480, 14730, 10114, 7027
0.440, 1.510, 14965, 10402, 7338
0.400, 1.380, 13827, 9050, 5869
0.450, 1.540, 15192, 10682, 7646
0.490, 1.650, 15901, 11597, 8672
0.470, 1.590, 15517, 11107, 8124
0.410, 1.410, 14107, 9381, 6229
0.460, 1.570, 15405, 10947, 7944
0.480, 1.620, 15710, 11357, 8404
0.420, 1.450, 14480, 9813, 6692
0.430, 1.480, 14727, 10114, 7022
0.400, 1.380, 13827, 9053, 5872
0.440, 1.510, 14962, 10402, 7338
0.450, 1.540, 15189, 10683, 7646
0.410, 1.410, 14108, 9378, 6227
0.490, 1.650, 15893, 11596, 8672
0.460, 1.570, 15405, 10947, 7942
0.480, 1.620, 15710, 11353, 8402
0.400, 1.380, 13827, 9046, 5872
0.420, 1.450, 14477, 9813, 6692
0.440, 1.520, 15070, 10513, 7452
0.430, 1.490, 14838, 10223, 7139
0.410, 1.410, 14108, 9378, 6229
0.450, 1.540, 15192, 10682, 7645
0.470, 1.600, 15610, 11204, 8229
0.490, 1.650, 15895, 11593, 8672
0.420, 1.450, 14477, 9813, 6692
0.440, 1.520, 15064, 10513, 7452
0.430, 1.490, 14833, 10227, 7142
0.460, 1.580, 15505, 11051, 8051
0.400, 1.390, 13949, 9172, 5997
0.410, 1.420, 14226, 9501, 6353
0.450, 1.550, 15295, 10786, 7756
0.440, 1.520, 15064, 10513, 7453
0.470, 1.600, 15608, 11204, 8230
0.480, 1.630, 15802, 11453, 8504
0.420, 1.460, 14594, 9928, 6815
0.430, 1.490, 14830, 10223, 7139
0.400, 1.390, 13943, 9179, 6000
0.460, 1.580, 15496, 11051, 8049
0.410, 1.420, 14221, 9499, 6353
0.440, 1.520, 15067, 10512, 7452
0.450, 1.550, 15290, 10788, 7757
0.490, 1.660, 15986, 11688, 8773
0.470, 1.600, 15608, 11204, 8230
0.480, 1.630, 15797, 11450, 8504
0.420, 1.460, 14588, 9929, 6812
0.400, 1.390, 13941, 9174, 5996
0.460, 1.580, 15497, 11051, 8051
0.430, 1.490, 14830, 10225, 7143
0.410, 1.420, 14220, 9497, 6352
0.450, 1.550, 15290, 10786, 7756
0.440, 1.530, 15170, 10620, 7565
0.490, 1.660, 15981, 11688, 8773
0.420, 1.460, 14588, 9929, 6813
0.400, 1.390, 13943, 9174, 5997
0.480, 1.630, 15797, 11453, 8504
0.430, 1.500, 14941, 10337, 7257
0.410, 1.420, 14217, 9497, 6352
0.450, 1.550, 15288, 10785, 7757
0.440, 1.530, 15163, 10620, 7564
0.470, 1.610, 15701, 11303, 8336
0.490, 1.660, 15981, 11691, 8771
0.420, 1.460, 14585, 9930, 6812
0.460, 1.590, 15598, 11154, 8155
0.450, 1.560, 15390, 10892, 7866
0.430, 1.500, 14936, 10337, 7257
0.400, 1.400, 14064, 9296, 6127
0.440, 1.530, 15165, 10620, 7564
0.410, 1.430, 14336, 9620, 6476
0.470, 1.610, 15699, 11306, 8336
0.460, 1.590, 15591, 11152, 8155
0.480, 1.640, 15889, 11546, 8605
0.420, 1.470, 14699, 10044, 6931
0.400, 1.400, 14062, 9296, 6125
0.450, 1.560, 15381, 10892, 7866
0.430, 1.500, 14936, 10337, 7254
0.440, 1.530, 15167, 10620, 7564
0.410, 1.430, 14330, 9616, 6475
0.490, 1.670, 16072, 11781, 8870
0.470, 1.610, 15699, 11306, 8333
0.420, 1.470, 14691, 10042, 6933
0.460, 1.590, 15591, 11152, 8155
0.480, 1.640, 15889, 11546, 8606
0.400, 1.400, 14060, 9294, 6124
0.450, 1.560, 15381, 10892, 7866
0.430, 1.500, 14936, 10337, 7254
0.440, 1.540, 15268, 10726, 7675
0.410, 1.430, 14331, 9618, 6476
0.490, 1.670, 16064, 11781, 8870
0.420, 1.470, 14691, 10044, 6931
0.400, 1.400, 14059, 9297, 6124
0.480, 1.640, 15889, 11546, 8604
0.440, 1.540, 15265, 10726, 7675
0.410, 1.430, 14332, 9620, 6476
0.430, 1.510, 15043, 10447, 7366
0.470, 1.620, 15790, 11401, 8435
0.420, 1.470, 14691, 10041, 6931
0.490, 1.670, 16064, 11781, 8870
0.450, 1.570, 15486, 10995, 7974
0.440, 1.540, 15263, 10727, 7675
0.430, 1.510, 15037, 10446, 7370
0.460, 1.600, 15689, 11255, 8259
0.400, 1.410, 14177, 9422, 6250
0.410, 1.440, 14446, 9735, 6598
0.470, 1.620, 15789, 11405, 8435
0.450, 1.570, 15480, 10996, 7974
0.420, 1.480, 14805, 10157, 7049
0.440, 1.540, 15265, 10726, 7675
0.480, 1.650, 15977, 11643, 8706
0.430, 1.510, 15037, 10444, 7371
0.400, 1.410, 14171, 9417, 6250
0.460, 1.600, 15682, 11255, 8260
0.410, 1.440, 14441, 9734, 6598
0.420, 1.480, 14798, 10155, 7051
0.470, 1.620, 15789, 11401, 8434
